title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude
"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,16-06-2010 03:16,3,7,0,0,755,us,307,0.0,18.1,2,18.0,-2.0,137.0
"M 7.5 - Nicobar Islands, India region",7.5,12-06-2010 19:26,6,5,0,0,1144,us,514,0.0,18.6,2,35.0,8.0,92.0
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,27-05-2010 17:14,5,6,0,0,804,us,327,0.0,11.7,2,31.0,-14.0,167.0
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,09-05-2010 05:59,5,6,0,0,918,us,611,0.0,20.6,2,38.0,4.0,96.0
"M 6.9 - 233 km NNW of Qamdo, China",6.9,13-04-2010 23:49,6,9,0,0,773,us,410,0.0,14.9,2,17.0,33.0,97.0
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,11-04-2010 09:40,4,5,0,0,740,us,399,0.0,12.1,2,21.0,-11.0,161.0
"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,06-04-2010 22:15,0,7,0,0,936,us,352,0.0,19.2,2,31.0,2.0,97.0
"M 7.2 - 12km SW of Delta, B.C., MX",7.2,04-04-2010 22:40,9,9,1,0,2910,ci,10,0.5137,239.0,5,9.987,32.0,-115.0
"M 6.6 - 217 km N of Bamboo Flat, India",6.6,30-03-2010 16:54,5,6,0,0,701,us,413,0.0,16.7,2,34.0,14.0,93.0
"M 6.7 - 52 km NNW of Tomé, Chile",6.7,16-03-2010 02:21,5,6,0,0,856,us,312,0.0,34.7,2,18.0,-36.0,-73.0
"M 6.5 - 59 km ENE of Namie, Japan",6.5,14-03-2010 08:08,6,5,0,0,810,us,491,0.0,27.0,2,32.0,38.0,142.0
"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,11-03-2010 14:55,7,7,0,0,874,us,403,0.0,17.1,2,18.0,-34.0,-72.0
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,11-03-2010 14:39,7,7,0,0,1280,us,415,0.0,12.5,2,11.0,-34.0,-72.0
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,05-03-2010 16:07,4,6,0,0,717,us,401,0.0,23.2,2,26.0,-4.0,101.0
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,05-03-2010 11:47,7,7,0,0,736,us,255,0.0,27.8,3,18.0,-37.0,-73.0
"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,04-03-2010 14:02,0,4,0,0,650,us,426,0.0,18.7,3,176.0,-14.0,167.0
"M 7.4 - 124 km W of Lebu, Chile",7.4,27-02-2010 08:01,0,5,0,0,842,us,409,0.0,17.6,2,35.0,-38.0,-75.0
"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,27-02-2010 06:34,8,8,0,0,1991,official,454,0.0,17.8,0,22.9,-36.0,-73.0
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,26-02-2010 20:31,6,6,0,0,1180,us,487,0.0,15.7,2,25.0,26.0,128.0
"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,12-01-2010 21:53,9,9,0,0,1623,us,500,0.0,22.7,2,13.0,18.0,-73.0
"M 6.5 - 37 km WNW of Ferndale, California",6.5,10-01-2010 00:27,7,7,0,0,1360,nc,51,0.3225,220.0,5,28.737,41.0,-125.0
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,05-01-2010 12:15,3,6,0,0,713,us,338,0.0,15.0,2,15.4,-9.0,158.0
"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,03-01-2010 22:36,5,7,0,0,780,us,377,0.0,15.0,2,10.0,-9.0,157.0
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,03-01-2010 21:48,5,7,0,0,672,us,282,0.0,16.6,2,10.0,-9.0,157.0
"M 6.5 - 92 km N of Iquique, Chile",6.5,13-11-2009 03:05,6,7,0,0,698,us,390,0.0,17.7,2,27.0,-19.0,-70.0
"M 7.3 - 77 km ENE of Ba, Fiji",7.3,09-11-2009 10:44,0,4,0,0,820,us,430,0.0,15.0,2,595.0,-17.0,178.0
"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,08-11-2009 19:41,7,6,0,0,677,us,305,0.0,20.4,2,18.0,-8.0,119.0
"M 6.8 - 98 km NNE of Naze, Japan",6.8,30-10-2009 07:03,0,6,0,0,711,us,424,0.0,21.4,2,34.0,29.0,130.0
"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,24-10-2009 14:40,4,6,0,0,972,us,397,0.0,11.0,2,130.0,-6.0,130.0
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,08-10-2009 08:28,0,5,0,0,711,us,174,0.0,30.2,2,35.0,-13.0,166.0
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,07-10-2009 23:13,0,7,0,0,842,us,314,0.0,20.2,2,31.1,-13.0,166.0
"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,07-10-2009 22:18,0,6,0,0,936,us,195,0.0,20.3,2,35.0,-13.0,166.0
"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,07-10-2009 22:03,4,7,0,0,916,us,283,0.0,23.2,0,45.0,-13.0,167.0
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,01-10-2009 01:52,7,7,0,0,787,us,417,0.0,30.1,2,9.0,-2.0,102.0
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,30-09-2009 10:16,8,8,0,0,1639,us,498,0.0,14.0,2,81.0,-1.0,100.0
"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,29-09-2009 17:48,7,6,0,0,1055,us,520,0.0,20.8,2,18.0,-15.0,-172.0
"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,02-09-2009 07:55,7,7,0,0,1175,us,312,0.0,16.3,2,46.0,-8.0,107.0
"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,16-08-2009 07:38,5,6,0,0,753,us,369,0.0,14.9,2,20.0,-1.0,99.0
"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,12-08-2009 22:48,4,5,0,0,703,us,336,0.0,14.1,2,53.0,33.0,140.0
"M 7.5 - 266 km N of Bamboo Flat, India",7.5,10-08-2009 19:55,7,6,0,0,1248,us,303,0.0,18.2,2,24.0,14.0,93.0
"M 7.1 - 161 km S of ?yama, Japan",7.1,09-08-2009 10:55,5,4,0,0,1005,us,447,0.0,14.2,2,292.0,33.0,138.0
"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,03-08-2009 17:59,5,7,0,0,1202,us,243,0.0,35.0,2,10.0,29.0,-113.0
"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,15-07-2009 09:22,6,8,0,0,1165,us,434,0.0,16.8,2,12.0,-46.0,167.0
"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,23-06-2009 14:19,5,5,0,0,693,us,269,0.0,13.8,2,64.0,-5.0,154.0
"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,28-05-2009 08:24,7,8,0,0,1560,us,464,0.0,27.2,2,19.0,17.0,-86.0
"M 7.6 - 191 km S of ‘Ohonua, Tonga",7.6,19-03-2009 18:17,7,5,0,0,916,us,504,0.0,14.0,2,31.0,-23.0,-175.0
"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,11-02-2009 17:34,3,7,0,0,802,us,432,0.0,18.6,2,20.0,4.0,126.0
"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,03-01-2009 22:33,7,7,0,0,846,us,314,0.0,21.1,2,23.0,-1.0,133.0
"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,03-01-2009 20:23,5,4,0,0,765,us,344,0.0,22.6,2,204.8,36.0,71.0
"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,03-01-2009 19:43,5,7,0,0,918,us,288,0.0,29.8,2,17.0,-0.0,133.0
"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,16-11-2008 17:02,9,7,0,0,848,us,365,0.0,33.7,0,30.0,1.0,122.0
"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,16-10-2008 19:41,5,6,0,0,731,us,481,0.0,28.6,2,24.0,14.0,-92.0
"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,05-10-2008 15:52,0,6,0,0,691,us,529,0.0,22.3,2,27.4,40.0,74.0
"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,11-09-2008 00:20,0,6,0,0,711,us,500,0.0,22.2,2,25.0,42.0,144.0
"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,11-09-2008 00:00,0,6,0,0,670,us,463,0.0,14.1,2,96.0,2.0,127.0
"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,08-09-2008 18:52,0,6,0,0,732,us,531,0.0,14.9,2,110.0,-14.0,167.0
"M 6.7 - 221 km NE of Jumla, Nepal",6.7,25-08-2008 13:21,4,7,0,0,692,us,325,0.0,28.0,2,12.0,31.0,84.0
"M 6.8 - 29 km ENE of Morioka, Japan",6.8,23-07-2008 15:26,8,7,0,0,1046,us,633,0.0,20.2,2,108.0,40.0,141.0
"M 7.0 - 107 km E of Namie, Japan",7.0,19-07-2008 02:39,5,5,0,0,840,us,577,0.0,18.2,2,22.0,38.0,142.0
"M 6.9 - 151 km E of Namie, Japan",6.9,19-07-2008 02:39,5,5,0,0,825,duputel,0,0.0,0.0,0,25.5,38.0,143.0
"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,27-06-2008 11:40,4,5,0,0,680,us,630,0.0,18.4,2,17.0,11.0,92.0
"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,13-06-2008 23:43,7,8,0,0,888,us,654,0.0,17.1,2,7.8,39.0,141.0
"M 7.9 - 58 km W of Tianpeng, China",7.9,12-05-2008 06:28,9,9,0,0,1870,us,774,0.0,11.3,2,19.0,31.0,103.0
"M 6.9 - 78 km NE of Hasaki, Japan",6.9,07-05-2008 16:45,5,5,0,0,910,us,519,0.0,21.1,2,27.0,36.0,142.0
"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,09-04-2008 12:46,0,6,0,0,820,us,486,0.0,13.4,2,33.0,-20.0,169.0
"M 7.2 - 226 km SE of Hotan, China",7.2,20-03-2008 22:32,0,7,0,0,798,us,532,0.0,25.9,2,10.0,35.0,81.0
M 6.9 - Philippine Islands region,6.9,03-03-2008 14:11,4,5,0,0,740,us,544,0.0,25.9,2,24.0,13.0,126.0
"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,25-02-2008 21:02,5,6,0,0,696,us,543,0.0,15.1,2,25.0,-2.0,100.0
"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,25-02-2008 18:06,4,6,0,0,674,us,421,0.0,17.7,2,25.0,-2.0,100.0
"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,25-02-2008 08:36,4,7,0,0,832,us,505,0.0,18.4,2,25.0,-2.0,100.0
"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,24-02-2008 14:46,4,6,0,0,654,us,429,0.0,28.3,2,22.0,-2.0,100.0
"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,20-02-2008 08:08,5,7,0,0,914,us,607,0.0,16.4,2,26.0,3.0,96.0
"M 6.5 - 50 km S of Koróni, Greece",6.5,14-02-2008 12:08,8,5,0,0,692,us,650,0.0,30.7,2,28.0,36.0,22.0
"M 6.9 - 35 km S of Methóni, Greece",6.9,14-02-2008 10:09,6,6,0,0,941,us,645,0.0,30.6,2,29.0,37.0,22.0
"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,12-02-2008 12:50,7,6,0,0,723,us,521,0.0,27.6,2,83.0,16.0,-94.0
"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,20-12-2007 07:55,7,6,0,0,808,us,461,0.0,18.8,2,20.0,-39.0,178.0
"M 6.7 - 80 km NNE of Antofagasta, Chile",6.7,16-12-2007 08:09,5,7,0,0,704,us,481,0.0,30.3,3,45.0,-23.0,-70.0
"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,29-11-2007 19:00,7,7,0,0,1542,us,663,0.0,13.4,3,156.0,15.0,-61.0
"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,27-11-2007 11:49,3,6,0,0,672,us,280,0.0,26.9,2,16.0,-11.0,162.0
"M 6.5 - 34 km N of Dompu, Indonesia",6.5,25-11-2007 19:53,5,7,0,0,653,us,272,0.0,27.6,2,18.0,-8.0,118.0
"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,25-11-2007 16:02,7,7,0,0,657,us,353,0.0,27.5,2,20.0,-8.0,118.0
"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,22-11-2007 08:48,6,6,0,0,722,us,341,0.0,15.9,2,53.0,-6.0,147.0
"M 6.8 - 30 km E of Macas, Ecuador",6.8,16-11-2007 03:13,7,6,0,0,790,us,649,0.0,27.0,2,122.9,-2.0,-78.0
"M 6.8 - 82 km NNE of Antofagasta, Chile",6.8,15-11-2007 15:05,6,7,0,0,716,us,285,0.0,40.1,2,26.0,-23.0,-70.0
"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,14-11-2007 15:40,8,7,0,0,995,us,610,0.0,22.4,2,40.0,-22.0,-70.0
"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,24-10-2007 21:02,3,5,0,0,713,us,494,0.0,23.9,2,21.0,-4.0,101.0
"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,15-10-2007 12:29,4,7,0,0,744,us,338,0.0,19.0,2,18.0,-45.0,168.0
"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,26-09-2007 12:36,4,5,0,0,713,us,348,0.0,15.5,2,40.0,-5.0,154.0
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,20-09-2007 08:31,3,5,0,0,696,us,503,0.0,26.9,2,30.0,-2.0,100.0
"M 7.0 - 153 km SSW of Padang, Indonesia",7.0,13-09-2007 03:35,4,7,0,0,768,us,537,0.0,23.1,2,22.0,-2.0,100.0
"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,13-09-2007 02:30,0,5,0,0,650,us,409,0.0,26.2,2,28.9,-2.0,100.0
"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,12-09-2007 23:49,8,7,0,0,1133,us,446,0.0,29.1,2,35.0,-3.0,101.0
"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,12-09-2007 23:49,7,8,0,0,1152,duputel,0,0.0,0.0,0,40.5,-3.0,100.0
"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,12-09-2007 11:10,0,6,0,0,1086,official,411,0.0,32.3,0,34.0,-4.0,101.0
"M 6.8 - 39 km WNW of Timbiquí, Colombia",6.8,10-09-2007 01:49,5,6,0,0,747,us,653,0.0,17.6,2,15.0,3.0,-78.0
"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,02-09-2007 01:05,0,5,0,0,798,us,312,0.0,21.3,2,35.0,-12.0,166.0
"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,16-08-2007 08:39,5,6,0,0,675,us,382,0.0,12.8,2,15.0,-10.0,159.0
"M 8.0 - 41 km SW of San Vicente de Cañete, Peru",8.0,15-08-2007 23:40,9,8,0,0,1385,us,625,0.0,25.7,2,39.0,-13.0,-77.0
"M 7.5 - 35 km NNE of Rengasdengklok, Indonesia",7.5,08-08-2007 17:05,0,5,0,0,865,us,228,0.0,30.7,2,280.0,-6.0,107.0
"M 7.2 - 56 km E of Luganville, Vanuatu",7.2,01-08-2007 17:08,7,7,0,0,803,us,494,0.0,20.4,3,120.0,-16.0,168.0
"M 6.9 - 140 km NNW of Tobelo, Indonesia",6.9,26-07-2007 05:40,3,5,0,0,734,us,374,0.0,24.1,3,25.0,3.0,127.0
"M 6.8 - 133 km WNW of Mikuni, Japan",6.8,16-07-2007 14:17,5,4,0,0,779,us,664,0.0,18.2,3,350.4,37.0,135.0
"M 6.6 - 20 km NNW of Kashiwazaki, Japan",6.6,16-07-2007 01:13,8,8,0,0,831,us,782,0.0,16.7,2,12.0,38.0,138.0
"M 6.7 - 43 km SSE of Iztapa, Guatemala",6.7,13-06-2007 19:29,6,6,0,0,972,us,468,0.0,37.7,2,23.0,14.0,-91.0
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,01-04-2007 21:11,0,7,0,0,732,us,305,0.0,15.3,2,10.0,-7.0,156.0
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,01-04-2007 20:47,0,7,0,0,670,us,251,0.0,16.0,7,10.0,-7.0,156.0
"M 8.1 - 45 km SSE of Gizo, Solomon Islands",8.1,01-04-2007 20:39,9,8,0,0,1025,us,439,0.0,14.7,2,24.0,-8.0,157.0
"M 6.7 - 46 km NW of Nanao, Japan",6.7,25-03-2007 00:41,7,8,0,0,782,us,493,0.0,23.9,2,8.0,37.0,137.0
"M 7.1 - 119 km S of Isangel, Vanuatu",7.1,25-03-2007 00:40,3,6,0,0,779,us,426,0.0,25.3,3,34.0,-21.0,169.0
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,20-02-2007 08:04,0,6,0,0,691,us,253,0.0,40.3,2,12.0,-1.0,127.0
"M 7.5 - 126 km WNW of Ternate, Indonesia",7.5,21-01-2007 11:27,6,5,0,0,874,us,570,0.0,21.6,2,22.0,1.0,126.0
M 8.1 - east of the Kuril Islands,8.1,13-01-2007 04:23,4,5,0,0,1034,us,606,0.0,14.0,2,10.0,46.0,155.0
"M 6.9 - 26 km W of Hengchun, Taiwan",6.9,26-12-2006 12:34,6,7,0,0,798,us,466,0.0,31.6,2,10.0,22.0,120.0
"M 7.1 - 30 km SW of Hengchun, Taiwan",7.1,26-12-2006 12:26,8,7,0,0,1023,us,744,0.0,29.1,3,10.0,22.0,121.0
M 8.3 - Kuril Islands,8.3,15-11-2006 11:14,4,7,0,0,1064,us,576,0.0,20.9,2,10.0,47.0,153.0
"M 6.6 - 155 km SE of Kimbe, Papua New Guinea",6.6,07-11-2006 17:38,0,6,0,0,670,us,352,0.0,18.6,2,11.0,-6.0,151.0
"M 6.7 - 52 km SW of San Vicente de Cañete, Peru",6.7,20-10-2006 10:48,5,6,0,0,732,us,444,0.0,53.4,2,23.0,-13.0,-77.0
"M 6.7 - 100 km ESE of Kimbe, Papua New Guinea",6.7,17-10-2006 01:25,5,6,0,0,692,us,533,0.0,15.6,2,32.0,-6.0,151.0
"M 6.7 - 14 km SW of Puako, Hawaii",6.7,15-10-2006 17:07,8,9,0,0,1481,hv,43,0.0,124.0,8,38.182,20.0,-156.0
"M 6.9 - 201 km ESE of Hihifo, Tonga",6.9,28-09-2006 06:22,3,3,0,0,737,us,702,0.0,20.9,2,28.0,-17.0,-172.0
"M 6.8 - 49 km S of Panguna, Papua New Guinea",6.8,01-09-2006 10:18,0,6,0,0,711,us,459,0.0,28.4,3,38.0,-7.0,156.0
"M 6.5 - 81 km ESE of Ozernovskiy, Russia",6.5,24-08-2006 21:50,0,6,0,0,650,us,700,0.0,47.4,3,43.0,51.0,158.0
"M 6.8 - 51 km NE of Norsup, Vanuatu",6.8,07-08-2006 22:18,5,5,0,0,713,us,551,0.0,26.2,3,150.0,-16.0,168.0
"M 7.7 - 226 km SSW of Singaparna, Indonesia",7.7,17-07-2006 08:19,7,5,0,0,947,us,357,0.0,36.8,2,20.0,-9.0,107.0
"M 6.5 - 111 km E of Kimbe, Papua New Guinea",6.5,28-05-2006 03:12,0,6,0,0,650,us,477,0.0,20.3,2,34.0,-6.0,151.0
"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,22-05-2006 11:12,0,7,0,0,670,us,548,0.0,28.0,2,19.0,61.0,166.0
"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,16-05-2006 15:28,4,5,0,0,719,us,701,0.0,16.3,3,12.0,0.0,97.0
"M 8.0 - 47 km SSE of Pangai, Tonga",8.0,03-05-2006 15:26,7,7,0,0,1013,us,626,0.0,20.7,2,55.0,-20.0,-174.0
"M 8.0 - 50 km ESE of Pangai, Tonga",8.0,03-05-2006 15:26,8,9,0,0,1026,duputel,0,0.0,0.0,0,60.5,-20.0,-174.0
"M 6.5 - 73 km WNW of Copiapó, Chile",6.5,30-04-2006 21:40,7,7,0,0,653,us,282,0.0,46.3,2,12.0,-27.0,-71.0
"M 6.7 - 78 km WNW of Copiapó, Chile",6.7,30-04-2006 19:17,6,7,0,0,696,us,277,0.0,25.6,3,12.0,-27.0,-71.0
"M 6.6 - 80 km E of Tilichiki, Russia",6.6,29-04-2006 16:58,0,8,0,0,670,us,645,0.0,28.4,2,11.0,60.0,168.0
"M 7.6 - 80 km NE of Tilichiki, Russia",7.6,20-04-2006 23:25,0,8,0,0,889,us,579,0.0,18.5,2,22.0,61.0,167.0
"M 6.5 - 130 km NNW of Lautoka, Fiji",6.5,07-04-2006 08:30,3,5,0,0,654,us,247,0.0,25.5,2,14.0,-17.0,177.0
"M 6.7 - 108 km W of Ambon, Indonesia",6.7,14-03-2006 06:57,0,7,0,0,691,us,306,0.0,21.3,3,30.1,-4.0,127.0
"M 7.0 - 160 km SE of Chipinge, Zimbabwe",7.0,22-02-2006 22:19,5,9,0,0,891,us,412,0.0,23.2,3,11.0,-21.0,34.0
"M 6.7 - 26 km NE of Kýthira, Greece",6.7,08-01-2006 11:34,7,6,0,0,934,us,769,0.0,19.7,3,66.0,36.0,23.0
"M 6.6 - 75 km SSW of Bahía de Kino, Mexico",6.6,04-01-2006 08:32,7,6,0,0,703,us,323,0.0,48.2,2,14.0,28.0,-112.0
"M 6.5 - 53 km SW of Ashk?sham, Afghanistan",6.5,12-12-2005 21:47,6,5,0,0,721,us,529,0.0,20.5,3,224.6,36.0,71.0
"M 6.8 - 76 km ESE of Kalemie, Democratic Republic of the Congo",6.8,05-12-2005 12:19,5,7,0,0,744,us,561,0.0,20.0,2,22.0,-6.0,30.0
"M 6.5 - 80 km ESE of Ishinomaki, Japan",6.5,02-12-2005 13:13,4,5,0,0,683,us,464,0.0,48.8,2,29.0,38.0,142.0
"M 6.5 - 57 km SE of Sinabang, Indonesia",6.5,19-11-2005 14:10,3,6,0,0,651,us,358,0.0,20.7,3,21.0,2.0,97.0
"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",6.8,17-11-2005 19:26,0,6,0,0,711,us,509,0.0,30.1,3,147.0,-22.0,-68.0
"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",7.6,08-10-2005 03:50,9,9,0,0,1267,us,724,0.0,21.1,2,26.0,35.0,74.0
"M 6.6 - 129 km SSW of Kokopo, Papua New Guinea",6.6,29-09-2005 15:50,0,6,0,0,670,us,402,0.0,17.7,2,25.0,-5.0,152.0
"M 7.5 - 39 km NW of Yurimaguas, Peru",7.5,26-09-2005 01:55,8,7,0,0,1018,us,696,0.0,26.2,3,115.0,-6.0,-76.0
"M 7.6 - 135 km E of Kokopo, Papua New Guinea",7.6,09-09-2005 07:26,5,7,0,0,891,us,502,0.0,20.0,2,90.0,-5.0,153.0
"M 7.2 - 66 km ESE of Ishinomaki, Japan",7.2,16-08-2005 02:46,7,7,0,0,1104,us,698,0.0,19.6,2,36.0,38.0,142.0
"M 7.2 - Nicobar Islands, India region",7.2,24-07-2005 15:42,4,5,0,0,808,us,636,0.0,26.4,2,16.0,8.0,92.0
"M 6.7 - 94 km WSW of Singkil, Indonesia",6.7,05-07-2005 01:52,3,6,0,0,693,us,398,0.0,22.3,2,21.0,2.0,97.0
"M 6.6 - 32 km W of San Juan del Sur, Nicaragua",6.6,02-07-2005 02:16,6,5,0,0,719,us,446,0.0,21.1,2,27.0,11.0,-86.0
"M 7.2 - 153 km W of Big Lagoon, California",7.2,15-06-2005 02:50,5,4,0,0,1318,us,420,0.0,31.4,2,16.0,41.0,-126.0
"M 7.8 - 102 km ENE of Iquique, Chile",7.8,13-06-2005 22:44,8,7,0,0,1020,us,714,0.0,16.1,3,115.6,-20.0,-69.0
"M 6.9 - 89 km WSW of Singkil, Indonesia",6.9,19-05-2005 01:54,5,7,0,0,740,us,635,0.0,26.0,2,30.0,2.0,97.0
"M 6.7 - 125 km SW of Padangsidempuan, Indonesia",6.7,14-05-2005 05:05,6,5,0,0,731,us,695,0.0,20.9,3,34.0,1.0,98.0
"M 6.5 - 106 km SW of Padang, Indonesia",6.5,10-04-2005 11:14,3,6,0,0,657,us,478,0.0,21.2,2,30.0,-2.0,100.0
"M 6.7 - 113 km SW of Padang, Indonesia",6.7,10-04-2005 10:29,5,6,0,0,717,us,656,0.0,21.2,2,19.0,-2.0,100.0
"M 8.6 - 78 km WSW of Singkil, Indonesia",8.6,28-03-2005 16:09,0,8,0,0,1138,official,510,0.0,22.1,0,30.0,2.0,97.0
"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",6.6,20-03-2005 01:53,8,7,0,0,805,us,401,0.0,22.9,2,10.0,34.0,130.0
M 7.1 - Banda Sea,7.1,02-03-2005 10:42,0,5,0,0,776,us,569,0.0,18.1,3,201.7,-7.0,130.0
"M 6.8 - 99 km WNW of Sinabang, Indonesia",6.8,26-02-2005 12:56,0,6,0,0,711,us,444,0.0,33.8,3,36.0,3.0,96.0
"M 6.5 - 81 km SSW of Katabu, Indonesia",6.5,19-02-2005 00:04,0,7,0,0,650,us,371,0.0,31.8,3,10.0,-6.0,122.0
"M 6.5 - Pulau-Pulau Talaud, Indonesia",6.5,15-02-2005 14:42,3,5,0,0,652,us,286,0.0,47.3,2,39.7,5.0,126.0
"M 6.7 - 52 km SW of Sola, Vanuatu",6.7,08-02-2005 14:48,0,4,0,0,691,us,457,0.0,30.2,3,206.3,-14.0,167.0
"M 7.1 - 138 km SW of Palimbang, Philippines",7.1,05-02-2005 12:23,7,3,0,0,782,us,640,0.0,26.4,2,525.0,5.0,123.0
"M 6.6 - 161 km SE of Katsuura, Japan",6.6,19-01-2005 06:11,6,4,0,0,676,us,225,0.0,78.5,2,27.8,34.0,141.0
"M 6.6 - Nicobar Islands, India region",6.6,26-12-2004 09:20,0,5,0,0,670,us,353,0.0,31.9,2,16.1,9.0,92.0
"M 7.2 - 284 km WNW of Sabang, Indonesia",7.2,26-12-2004 04:21,5,6,0,0,802,us,385,0.0,27.9,2,39.2,7.0,93.0
M 9.1 - 2004 Sumatra - Andaman Islands Earthquake,9.1,26-12-2004 00:58,0,8,0,0,1274,official,601,0.0,22.0,5,30.0,3.0,96.0
M 8.1 - north of Macquarie Island,8.1,23-12-2004 14:59,0,5,0,0,1009,us,331,0.0,59.3,2,10.0,-49.0,161.0
"M 6.8 - 36 km S of George Town, Cayman Islands",6.8,14-12-2004 23:20,5,6,0,0,858,us,639,0.0,21.8,3,10.0,19.0,-81.0
"M 6.8 - 54 km SSW of Nemuro, Japan",6.8,06-12-2004 14:15,4,7,0,0,724,us,759,0.0,23.6,3,35.0,43.0,145.0
"M 7.0 - 51 km SW of Nemuro, Japan",7.0,28-11-2004 18:32,4,7,0,0,771,us,929,0.0,23.9,3,39.0,43.0,145.0
"M 7.1 - 29 km SSW of Nabire, Indonesia",7.1,26-11-2004 02:25,0,7,0,0,776,us,439,0.0,28.8,2,10.0,-4.0,135.0
"M 7.1 - 255 km W of Riverton, New Zealand",7.1,22-11-2004 20:26,5,5,0,0,782,us,585,0.0,14.7,2,10.0,-47.0,165.0
"M 7.2 - 32 km SSW of Pizarro, Colombia",7.2,15-11-2004 09:06,8,8,0,0,820,us,708,0.0,50.2,3,15.0,5.0,-78.0
"M 7.5 - 63 km NW of Maubara, Timor Leste",7.5,11-11-2004 21:26,5,7,0,0,870,us,301,0.0,33.8,2,10.0,-8.0,125.0
